"site_name","avulsion_year","p95_zscore","p95_mean","p95_std","p95_avulsion_window","global_mean","global_p95","av_type","site_lat","site_lon","site_area"
"MALAWI1.2014",2014,1.48717937384297,174.619757918919,167.418400537453,423.60095,66.1603709339066,299.414769,"fan",-13.88624,34.576099,"Africa"
"MANAMBOLO.2004",2004,-0.565875167373682,363.81695824,292.902954213835,198.07045,147.037353075144,418.66756,"delta",-19.1855,44.428446,"Tropical Island"
"SAMBAO.2004",2004,-0.563376793749634,333.570699617647,221.717686996454,208.6601,103.640665711538,268.3337455,"delta",-16.59976,44.621719,"Tropical Island"
"G1",2007,0.224776806110672,585.648686857143,230.240895572544,637.4015,268.968829531353,670.04766,"fan",-5.726,145.527,"Tropical Island"
"G11",2013,-0.601721758201875,744.384047142857,227.12548662235,607.7177,404.903155065693,876.267085499999,"fan",-6.5762,146.6991,"Tropical Island"
"G2",2010,0.99533648274462,656.148127571429,301.125777688863,955.8696,287.129317705305,721.90402,"fan",-5.1578,144.7887,"Tropical Island"
"G21",2016,0.00165687558966732,468.557547777778,248.571603559462,468.9694,322.445300281553,701.18728,"fan",-4.7231,139.3009,"Tropical Island"
"JA.40.NewGuinea.Madang.1989.1989",1989,0.135110641545296,57.860086,45.1754497661364,63.96377,30.8632865902778,75.8288615,"delta",-5.509766,145.89913,"Tropical Island"
"JAVA3.1992",1992,0.196949310410546,189.215645727273,180.652240917022,224.79498,53.4643478956522,178.816578,"delta",-6.854915,110.17566,"Tropical Island"
"PI0019.1989",1989,1.94937939605867,170.754777818182,130.541572716078,425.22983,47.8238334268293,151.029075,"delta",1.885402,98.575117,"Tropical Island"
"PI0801.1.2007",2007,-0.583989983058442,107.946576029412,91.7575208204372,54.361103,48.2178776986301,149.0452325,"delta",12.744353,120.81316,"Tropical Island"
"PNG.010.2011",2011,-0.294841250106737,244.469471857143,176.535243417602,192.4196,99.5943694674667,306.2255,"fan",-6.470433,146.55624,"Tropical Island"
"SUMA2.2005",2005,1.92139599402034,152.636311318182,131.930720929324,406.12747,64.7801391061947,254.567726,"delta",5.2637288,96.854628,"Tropical Island"
"A002",1987,-1.33450280594634,222.591276366667,131.593141343854,46.97986,129.398264015464,330.9397595,"fan",4.0451,-73.7608,"South America"
"A004",2002,0.283547215617318,226.738592766667,155.27187293122,270.7655,136.501939247561,339.07542,"fan",3.9769,-73.3943,"South America"
"A012",2006,0.47555842487938,675.849822580645,276.604031255926,807.3912,354.409902812609,730.634675,"fan",7.4123,-68.5536,"South America"
"A014",2005,-0.833845731421628,296.363208384615,218.036528261227,114.55438,123.402473128906,403.3727595,"fan",7.0341,-72.0334,"South America"
"A024",1998,-0.199354592359063,238.73781127027,199.285006681534,199.00943,76.1779629692737,243.734197,"fan",-16.0667,-66.1576,"South America"
"A027",1991,-1.07537634358231,195.082156486486,140.53287055121,43.956432,58.2947141898017,204.870844,"fan",-17.3709,-64.2165,"South America"
"A030",2002,-0.168738149256301,195.082156486486,140.53287055121,171.3689,58.2947141898017,204.870844,"fan",-17.3597,-64.2268,"South America"
"A035",1994,-0.555615939076781,468.154556789474,333.198246790919,283.0243,186.126334888235,586.725067,"fan",-16.2747,-65.2037,"South America"
"A042",1995,0.770400683330255,290.519993135135,163.295710384171,416.32312,82.0971480520468,325.224245,"fan",-16.9553,-65.3332,"South America"
"A045",1992,0.869563590185535,682.58802605,317.544049758436,958.71277,458.905350173649,933.767805,"fan",-17.0743,-62.9938,"South America"
"A047",2002,1.40752303127709,463.885971384615,246.036775896429,810.1884,234.608473756098,716.200489,"fan",7.5564,-72.0621,"South America"
"A049",1992,0.869563590185535,682.58802605,317.544049758436,958.71277,458.905350173649,933.767805,"fan",-16.969,-62.998,"South America"
"A050",1987,-0.410473693878373,195.082156486486,140.53287055121,137.39711,58.2947141898017,204.870844,"fan",-17.3124,-64.2018,"South America"
"A051",1998,-1.42173575519404,463.885971384615,246.036775896429,114.08669,234.608473756098,716.200489,"fan",7.5577,-72.0744,"South America"
"ARG.001.2001",2001,0.664033052024865,304.428710411765,220.272604115432,450.697,88.6514708484513,382.8180965,"delta",-27.42641,-65.11226,"South America"
"B1.a",1994,0.494724791944637,682.58802605,317.544049758436,839.68494,458.905350173649,933.767805,"fan",-17.0815,-62.9795,"South America"
"B1.b",1989,0.333232205202701,682.58802605,317.544049758436,788.40393,458.905350173649,933.767805,"fan",-17.0815,-62.9795,"South America"
"B1.c",1988,0.333232205202701,682.58802605,317.544049758436,788.40393,458.905350173649,933.767805,"fan",-17.0815,-62.9795,"South America"
"B1.d",1989,0.333232205202701,682.58802605,317.544049758436,788.40393,458.905350173649,933.767805,"fan",-17.0815,-62.9795,"South America"
"B10",1987,-0.707776523618553,468.154556789474,333.198246790919,232.32466,186.126334888235,586.725067,"intra-lobe",-16.2728,-65.2038,"South America"
"B10.av.b",2012,1.66123035922772,468.154556789474,333.198246790919,1021.6736,186.126334888235,586.725067,"intra-lobe",-16.2728,-65.2038,"South America"
"B10.av.c",2012,1.66123035922772,468.154556789474,333.198246790919,1021.6736,186.126334888235,586.725067,"intra-lobe",-16.2728,-65.2038,"South America"
"B10.p.a",2017,0.711578303589645,468.154556789474,333.198246790919,705.2512,186.126334888235,586.725067,"intra-lobe",-16.2728,-65.2038,"South America"
"B10.p.b",2017,0.711578303589645,468.154556789474,333.198246790919,705.2512,186.126334888235,586.725067,"intra-lobe",-16.2728,-65.2038,"South America"
"B11",1994,-0.786119306610069,238.73781127027,199.285006681534,82.07602,76.1779629692737,243.734197,"intra-lobe",-16.0662,-66.1572,"South America"
"B3",2011,1.00986924238339,195.082156486486,140.53287055121,337.00198,58.2947141898017,204.870844,"fan",-17.3714,-64.2165,"South America"
"B6",2017,0.50869950392106,290.519993135135,163.295710384171,373.58844,82.0971480520468,325.224245,"fan",-16.9729,-65.3985,"South America"
"R48",2002,1.69855913953779,297.843932114286,188.70841787289,618.37634,146.586191351852,435.624745,"retrogradational",-11.864,-71.385,"South America"
"R49",2000,0.360191538618286,619.314621052632,233.5018175885,703.42,195.908176612809,616.139635,"retrogradational",-12.2393,-70.9148,"South America"
"SA0505.1999",1999,0.691464645337113,392.068133870968,261.327657672122,572.76697,151.650630575949,521.519105,"delta",-3.543468,-80.47866,"South America"
"V13",2017,1.28429023451518,463.885971384615,246.036775896429,779.8686,234.608473756098,716.200489,"fan",7.5596,-72.0799,"South America"
"V4",2017,1.20150033682424,252.415897736842,206.697205694989,500.76266,126.930013275862,405.561164,"fan",3.504,-73.8759,"South America"
"V5.2",2016,1.57460184805477,119.196865870968,87.0179241173264,256.21545,43.3299275205882,114.235428,"fan",6.1934,-71.778,"South America"
"V9",2014,0.333286103336691,222.455966923077,175.442367658076,280.92847,106.232435709244,320.914494,"fan",7.03724,-72.04633,"South America"
