site_name,avulsion_year,p95_zscore,p95_mean,mean_zscore,med_zscore,av_type,site_lat,site_lon,site_area
A004,2002,0.20330362155411022,209.37894520666666,-0.158328700361856,-0.2789129263958579,fan,3.9769,-73.3943,South America
A012,2006,0.089763808551053,575.6729263709676,-0.018746381911262513,-0.1680822637237008,fan,7.4123,-68.5536,South America
A014,2005,-0.6299348009105686,199.5004803480769,-0.8002419799231787,-0.8700892028237105,fan,7.0341,-72.0334,South America
A018,1997,-0.43817069980551726,80.61394974967742,0.12033205606676735,0.6620785052435185,fan,3.7613,-73.8341,South America
A024,1998,-0.5047194497341492,156.1165941689189,-0.5401015406399909,-0.2735435614459495,fan,-16.0667,-66.1576,South America
A027,1991,-0.8169034421478324,124.58062569594593,-0.8061619931971435,-0.4982903782987856,fan,-17.3709,-64.2165,South America
A030,2002,1.8248984165830817,124.58062569594593,0.09844594028983857,-0.7854124421821036,fan,-17.3597,-64.2268,South America
A035,1994,-0.45488762985326864,384.82702960131576,-0.2647738564845814,0.1234474146486634,fan,-16.2747,-65.2037,South America
A042,1995,0.6549514480202923,246.86086503243234,-0.22615623946072763,-0.6159336857653365,fan,-16.9553,-65.3332,South America
A045,1992,0.7927855398365483,828.6792150131579,1.271964091983482,1.5548843818228237,fan,-17.0743,-62.9938,South America
A047,2002,1.2616945186791737,438.97123435384617,1.0596935664842102,1.1269398821007204,fan,7.5564,-72.0621,South America
A049,1992,0.9922723976211058,653.2704568500001,0.9043559981247833,1.018218408922761,fan,-16.969,-62.998,South America
A050,1987,-0.2530432362993859,148.26672862432432,0.027553681563144226,-0.09979000271516925,fan,-17.3124,-64.2018,South America
A051,1998,-1.4039376970182604,438.97123435384617,-1.027602950297019,-0.7528382718488441,fan,7.5577,-72.0744,South America
ARG.001.2001,2001,0.9260518980539184,285.60017347631566,0.625316549996143,0.9567835805745732,delta,-27.42641,-65.11226,South America
B1,1994,0.5398046580157315,828.6792150131579,0.30891297795382566,-0.037558259647375476,fan,-17.0815,-62.9795,South America
B10,1987,-0.6107769902305582,384.82702960131576,-0.4308102301263537,0.2224247132510278,intra-lobe,-16.2728,-65.2038,South America
B11,2011,-0.5470412847394779,156.1165941689189,-0.7098919400925041,-0.625791945986291,intra-lobe,-16.0662,-66.1572,South America
B3,2011,-0.0074643219538005744,124.58062569594593,0.018980664847829253,0.4137166470264407,fan,-17.3714,-64.2165,South America
B6,2007,-0.9139679884075171,246.86086503243234,-0.7321243293621268,-0.37760702296269577,fan,-16.9729,-65.3985,South America
R48,2002,1.6810003192372025,283.4675590128571,1.7274987462774978,1.1506062898563947,retrogradational,-11.864,-71.385,South America
R49,2000,0.4925724850938147,494.73381332894724,-0.2273708601202461,-0.30924458552943723,retrogradational,-12.2393,-70.9148,South America
SA0505.1999,1999,1.240759637031096,305.85657995161284,0.43556100420456045,-0.3021247147101816,delta,-3.543468,-80.47866,South America
V13,2000,0.1981294679899607,438.97123435384617,-0.3345762625304938,-0.6904524331675049,fan,7.5596,-72.0799,South America
V4,2009,-0.24910817037553362,134.46182915903222,-0.49539733468575675,-0.4437993213074216,fan,3.504,-73.8759,South America
V5.2,1998,1.16417262339599,88.51687206612903,0.9621069996989016,0.8340975651692626,fan,6.1934,-71.778,South America
V6,2012,0.3256622344101093,88.51687206612903,0.22700939706504805,0.5567057561470599,fan,6.1934,-71.778,South America
V9,2011,1.651410535628382,199.5004803480769,1.0587968360918065,0.9058170025278721,fan,7.03724,-72.04633,South America
