site_name,avulsion_year,p95_zscore,p95_mean,p95_std,p95_avulsion_window,global_mean,global_p95,av_type,site_lat,site_lon,site_area
KAZ.014.2011,2011,1.035291460018437,234.693652027027,115.655689819793,354.431,72.27946243467112,218.95098399999986,fan,46.104023,60.864246,Central Asia
RUS.002.1988,1988,1.4608254747705043,61.90827733333333,44.64970237249839,127.1337,50.36918017241379,132.74217599999997,delta,50.461424,93.107421,Asia
RUS.002.1996,1996,-0.5072663899162736,61.90827733333333,44.64970237249839,39.258984,50.36918017241379,132.74217599999997,delta,50.481243,93.077127,Asia
AFR0211.1998,1998,0.42978209020369307,380.91101057142856,223.9537003111359,477.1623,184.32998401923078,483.9224749999994,delta,-12.45042,13.48999,Africa
BETSIBOKA.2004,2004,1.504139211614995,483.417916,286.25760213889737,913.9892,137.10165899647265,472.4257949999998,fan,-16.79922,46.93067,Tropical Island
FIHERENANA.2001,2001,0.43535366895015487,482.1677183870968,240.33405269149745,586.79803,206.15447653125003,568.4097674999996,delta,-23.30676,43.65592,Tropical Island
JA.34.Morocco.2001.2001,2001,-0.6382265782353245,109.02540434210526,96.2689590771803,47.583996,34.49520468108581,85.05929,delta,35.314136,-4.973272,Africa
JA.38.Madagascar.1994.1994,1994,-0.4548940092734973,470.8044537878788,185.6664455150025,386.3459,277.9746263445693,580.5925599999999,delta,-20.48389,44.163135,Tropical Island
KEN.001.1989,1989,-0.9034879954935402,693.4215063157894,174.85463791856094,535.44244,320.58668978878694,672.6901,delta,4.5685778,36.032135,Africa
MAHAJAMBA.2004,2004,0.8577308898739051,344.7951268235294,195.53670639182272,512.513,117.73424862499999,348.63991999999996,fan,-16.4197,47.397163,Tropical Island
MALAWI1.2014,2014,1.4871793738429706,174.61975791891888,167.4184005374531,423.60095,66.16037093390663,299.4147689999999,fan,-13.88624,34.576099,Africa
MANAMBOLO.2004,2004,-0.5658751673736823,363.81695824,292.90295421383524,198.07045,147.0373530751445,418.66756000000004,delta,-19.1855,44.428446,Tropical Island
SAMBAO.2004,2004,-0.5633767937496342,333.57069961764705,221.7176869964537,208.6601,103.64066571153846,268.3337455,delta,-16.59976,44.621719,Tropical Island
G1,2007,0.22477680611067194,585.6486868571428,230.24089557254422,637.4015,268.9688295313531,670.0476599999998,fan,-5.726,145.527,Tropical Island
G11,2013,-0.6017217582018749,744.3840471428571,227.1254866223503,607.7177,404.9031550656934,876.2670854999994,fan,-6.5762,146.6991,Tropical Island
G2,2010,0.9953364827446203,656.1481275714285,301.12577768886314,955.8696,287.1293177053045,721.9040199999998,fan,-5.1578,144.7887,Tropical Island
G21,2016,0.001656875589667328,468.55754777777787,248.57160355946223,468.9694,322.44530028155344,701.18728,fan,-4.7231,139.3009,Tropical Island
JA.40.NewGuinea.Madang.1989.1989,1989,0.13511064154529645,57.860085999999995,45.175449766136396,63.96377,30.86328659027778,75.82886149999999,delta,-5.509766,145.89913,Tropical Island
JAVA3.1992,1992,0.19694931041054597,189.21564572727272,180.65224091702197,224.79498,53.46434789565218,178.81657800000022,delta,-6.854915,110.17566,Tropical Island
PI0019.1989,1989,1.9493793960586727,170.75477781818182,130.54157271607838,425.22983,47.82383342682926,151.02907499999998,delta,1.885402,98.575117,Tropical Island
PI0801.1.2007,2007,-0.5839899830584422,107.94657602941176,91.75752082043716,54.361103,48.21787769863014,149.0452325,delta,12.744353,120.81316,Tropical Island
PNG.010.2011,2011,-0.2948412501067368,244.46947185714285,176.53524341760198,192.4196,99.59436946746668,306.2255,fan,-6.470433,146.55624,Tropical Island
SUMA2.2005,2005,1.9213959940203444,152.6363113181818,131.9307209293235,406.12747,64.7801391061947,254.56772599999994,delta,5.2637288,96.854628,Tropical Island
A002,1987,-1.3345028059463386,222.59127636666668,131.59314134385428,46.97986,129.39826401546392,330.9397595,fan,4.0451,-73.7608,South America
A004,2002,0.28354721561731794,226.7385927666666,155.27187293121975,270.7655,136.50193924756098,339.07541999999995,fan,3.9769,-73.3943,South America
A012,2006,0.4755584248793798,675.8498225806453,276.6040312559256,807.3912,354.40990281260946,730.634675,fan,7.4123,-68.5536,South America
A014,2005,-0.833845731421628,296.3632083846154,218.03652826122718,114.55438,123.40247312890625,403.3727594999998,fan,7.0341,-72.0334,South America
A024,1998,-0.19935459235906297,238.7378112702703,199.2850066815337,199.00943,76.17796296927374,243.73419699999974,fan,-16.0667,-66.1576,South America
A027,1991,-1.07537634358231,195.0821564864865,140.53287055121018,43.956432,58.2947141898017,204.870844,fan,-17.3709,-64.2165,South America
A030,2002,-0.1687381492563008,195.0821564864865,140.53287055121018,171.3689,58.2947141898017,204.870844,fan,-17.3597,-64.2268,South America
A035,1994,-0.5556159390767812,468.15455678947376,333.1982467909194,283.0243,186.12633488823533,586.7250670000001,fan,-16.2747,-65.2037,South America
A042,1995,0.7704006833302555,290.51999313513517,163.29571038417103,416.32312,82.09714805204679,325.2242449999999,fan,-16.9553,-65.3332,South America
A045,1992,0.8695635901855345,682.5880260499999,317.5440497584365,958.71277,458.9053501736486,933.7678050000001,fan,-17.0743,-62.9938,South America
A047,2002,1.4075230312770923,463.88597138461535,246.0367758964292,810.1884,234.6084737560975,716.2004889999998,fan,7.5564,-72.0621,South America
A049,1992,0.8695635901855345,682.5880260499999,317.5440497584365,958.71277,458.9053501736486,933.7678050000001,fan,-16.969,-62.998,South America
A050,1987,-0.41047369387837324,195.0821564864865,140.53287055121018,137.39711,58.2947141898017,204.870844,fan,-17.3124,-64.2018,South America
A051,1998,-1.4217357551940353,463.88597138461535,246.0367758964292,114.08669,234.6084737560975,716.2004889999998,fan,7.5577,-72.0744,South America
ARG.001.2001,2001,0.6640330520248646,304.4287104117647,220.27260411543233,450.697,88.65147084845132,382.81809649999985,delta,-27.42641,-65.11226,South America
B1.a,1994,0.4947247919446373,682.5880260499999,317.5440497584365,839.68494,458.9053501736486,933.7678050000001,fan,-17.0815,-62.9795,South America
B1.b,1989,0.333232205202701,682.5880260499999,317.5440497584365,788.40393,458.9053501736486,933.7678050000001,fan,-17.0815,-62.9795,South America
B1.c,1988,0.333232205202701,682.5880260499999,317.5440497584365,788.40393,458.9053501736486,933.7678050000001,fan,-17.0815,-62.9795,South America
B1.d,1989,0.333232205202701,682.5880260499999,317.5440497584365,788.40393,458.9053501736486,933.7678050000001,fan,-17.0815,-62.9795,South America
B10,1987,-0.7077765236185534,468.15455678947376,333.1982467909194,232.32466,186.12633488823533,586.7250670000001,intra-lobe,-16.2728,-65.2038,South America
B10.av.b,2012,1.6612303592277218,468.15455678947376,333.1982467909194,1021.6736,186.12633488823533,586.7250670000001,intra-lobe,-16.2728,-65.2038,South America
B10.av.c,2012,1.6612303592277218,468.15455678947376,333.1982467909194,1021.6736,186.12633488823533,586.7250670000001,intra-lobe,-16.2728,-65.2038,South America
B10.p.a,2017,0.7115783035896449,468.15455678947376,333.1982467909194,705.2512,186.12633488823533,586.7250670000001,intra-lobe,-16.2728,-65.2038,South America
B10.p.b,2017,0.7115783035896449,468.15455678947376,333.1982467909194,705.2512,186.12633488823533,586.7250670000001,intra-lobe,-16.2728,-65.2038,South America
B11,1994,-0.7861193066100693,238.7378112702703,199.2850066815337,82.07602,76.17796296927374,243.73419699999974,intra-lobe,-16.0662,-66.1572,South America
B3,2011,1.009869242383389,195.0821564864865,140.53287055121018,337.00198,58.2947141898017,204.870844,fan,-17.3714,-64.2165,South America
B6,2017,0.5086995039210596,290.51999313513517,163.29571038417103,373.58844,82.09714805204679,325.2242449999999,fan,-16.9729,-65.3985,South America
R48,2002,1.6985591395377915,297.84393211428574,188.70841787289015,618.37634,146.58619135185185,435.624745,retrogradational,-11.864,-71.385,South America
R49,2000,0.36019153861828646,619.3146210526315,233.5018175885004,703.42,195.9081766128093,616.1396349999997,retrogradational,-12.2393,-70.9148,South America
SA0505.1999,1999,0.6914646453371129,392.0681338709677,261.32765767212203,572.76697,151.65063057594938,521.519105,delta,-3.543468,-80.47866,South America
V13,2017,1.2842902345151834,463.88597138461535,246.0367758964292,779.8686,234.6084737560975,716.2004889999998,fan,7.5596,-72.0799,South America
V4,2017,1.2015003368242352,252.41589773684208,206.69720569498932,500.76266,126.93001327586208,405.56116399999985,fan,3.504,-73.8759,South America
V5.2,2016,1.5746018480547737,119.19686587096774,87.01792411732642,256.21545,43.329927520588235,114.23542800000001,fan,6.1934,-71.778,South America
V6,2011,0.33680261194827416,119.19686587096774,87.01792411732642,148.50473,43.329927520588235,114.23542800000001,,6.1934,-71.778,South America
V9,2014,0.3332861033366908,222.45596692307694,175.44236765807554,280.92847,106.2324357092437,320.91449399999965,fan,7.03724,-72.04633,South America
